title,score,critic,summary,score_critic,year
Grand Theft Auto: Vice City,95,Console Gameworld,"The weapons targeting system while on foot has gotten a significant upgrade from last years abysmal attempt, however targeting specific people in groups can still be problematic. Also the camera can be a bit confusing while running indoors. Overall, though, GTA:VC is a joy to play.",90,27-Oct-02
Grand Theft Auto: Chinatown Wars,90,Digital Chumps,"The PSP incarnation is fantastic translation; it retains all of the originals strengths, augments the entire package with its added technical muscle, and compromises only with a negligible handful of minor squabbles.",96,20-Oct-09
Grand Theft Auto: San Andreas,93,Inside Gamer Online,"Individually, the components of GTA San Andreas are very strong.  When combined, though, the total package makes for one of the best gameplay experiences that has been seen in the gaming world in years.",94,07-Jun-05
Grand Theft Auto: San Andreas,95,Gamers Europe,"The second you start playing this game you realise that the latest Rockstar title is about a hundred times more complex than its predecessors. Not only is there a load of new weapons, cars and a huge new environment available, but the gaming experience itself has completely evolved.",95,26-Oct-04
Grand Theft Auto: Vice City Stories,75,Jolt Online Gaming UK,"Vice City fans might have fun with the game for a while, returning to familiar haunts one last time, but ultimately Vice City Stories is a great handheld game through and through, and this PS2 port does little more than emphasise the difference between the formats.",77,05-Mar-07
Grand Theft Auto: San Andreas,93,Into Liquid Sky,The guys at Rockstar have really honed their ability to keep the missions fresh. They've managed to make each mission varied and complex without making them brutally hard.,100,07-Jun-05
Grand Theft Auto: Vice City Stories,75,GamePro,"Vice City Stories is a fun game that lets you jump into right into the action, but don't expect anything special or new from this game.",70,05-Mar-07
Grand Theft Auto: Vice City,95,GamePro,"The gameplay in Vice City is more addictive than ever, except now there's twice as much of nearly everything that made the first game so great—more streets, more cars (and other vehicles), more cool missions, more awesome street life.",100,27-Oct-02
Grand Theft Auto: Vice City,95,Gamers Europe,"To me, GTA:VC is same old, same old. Nothing about it screams out to me. Everything I need for any GTA addiction would be found in GTA III. Vice City just takes that title, polishes it and chucks in an 80's theme.",85,27-Oct-02
Grand Theft Auto: Vice City Stories,75,GamesRadar+,"If you missed it on the PSP (or just hated the controls), then it's absolutely worth grabbing, but don't expect anything revolutionary.",70,05-Mar-07
Grand Theft Auto: Chinatown Wars,90,null,"While it may upon the surface seem like a backwards step for Grand Theft Auto: Chinatown Wards to revert to its decade old roots, it’s really nothing to be scared of; the game is fun, amusing, over the top, and perfect for playing on the go.",84,20-Oct-09
Grand Theft Auto: San Andreas,95,GameSpot AU,The best game on the PS2.,100,26-Oct-04
Grand Theft Auto: San Andreas,93,null,"The most balanced version, combining the best qualities of the PC and PS2 games into one well-rounded offering. [Sept 2005, p.53]",90,07-Jun-05
Grand Theft Auto: Liberty City Stories,88,DarkStation,"For those who thought it can not be done, Rockstar has proven you wrong with this almost perfect port of a cleaned-up ""GTA III"" for the sweet PSP handheld.",90,24-Oct-05
Grand Theft Auto: Chinatown Wars,93,Kikizo,"Another worthy addition the GTA cannon, Chinatown takes all the best the previous games had to offer and adds plenty of own ideas into the mix.",100,17-Mar-09
Grand Theft Auto: Vice City,95,Next Level Gaming,A worthy sequel to a great game! As close to perfection as I can possibly think of!,100,27-Oct-02
Grand Theft Auto: Chinatown Wars,90,9Lives,"Chinatown Wars will never go down in history as a 'big' GTA-title, but nevertheless, it deserves a place in your PSP collection. It's a GTA with its own character and its own pair of balls. Besides, during these dark ages for PSP gaming, there aren't a lot of PSP games that win our hearts.",80,20-Oct-09
Grand Theft Auto: San Andreas,93,My Gamer,Marvelous.,92,07-Jun-05
Grand Theft Auto: Vice City Stories,86,G4 TV,"The game makes no attempt to advance the gameplay or design of the series—it’s simply a smaller version of the original ""Grand Theft Auto: Vice City.""",80,31-Oct-06
Grand Theft Auto: Vice City,95,Electric Playground,"And of course, the true beauty of Vice City is total, absolute, glorious freedom...I guess what I am trying to say is this game is REALLY FRICKIN' GOOD.",95,27-Oct-02
Grand Theft Auto: Chinatown Wars,90,Game Chronicles,"I absolutely hated the game at first, but after three missions I was definitely feeling the love. This is the perfect example of not judging a book by its cover.",88,20-Oct-09
Grand Theft Auto: Vice City,95,Maxim Online,You’ll be sold the second you get into a gang bang with the song “Beat It” playing in the background. It just doesn’t get any better than that.,100,27-Oct-02
Grand Theft Auto: Chinatown Wars,93,The A.V. Club,"Grand Theft Auto: Chinatown Wars is a game for all the people who found Grand Theft Auto IV too ponderous, scattershot, or just too damn different from the rest of the series.",100,17-Mar-09
Grand Theft Auto: San Andreas,93,WHAM! Gaming,PC owners definitely will fare better than their Xbox counterparts in this particular gang war.,100,07-Jun-05
Grand Theft Auto: San Andreas,93,Extreme Gamer,Bigger and badder then ever.,95,07-Jun-05
Grand Theft Auto: Vice City,95,Inside Gamer Online,The replay value is basically perfect.,96,27-Oct-02
Grand Theft Auto: San Andreas,93,GameSpot,"With its strong story, well-written dialogue, terrific voice cast, impressive graphics, and extremely entertaining and varied gameplay, Grand Theft Auto: San Andreas is a stupendous thrill ride that shouldn't be missed.",92,07-Jun-05
Grand Theft Auto: San Andreas,95,Da Gameboyz,This game has so many new innovations that it leaves its predecessors in the dust.,92,26-Oct-04
Grand Theft Auto: Liberty City Stories,88,Jolt Online Gaming UK,"While the single player game may have taken a couple of steps backwards, it’s still a big deal to have a game like this on a handheld, and an even bigger one to have a fully realised multiplayer mode.",91,24-Oct-05
Grand Theft Auto: Chinatown Wars,90,Eurogamer Italy,"Although Rockstar Leeds could have probably pushed the quality of this porting a bit further, Grand Theft Auto: Chinatown Wars proves to be an excellent game, capable of entertaining throughout the adventure. A real must buy for any PSP owner.",90,20-Oct-09
Grand Theft Auto: Chinatown Wars,93,G4 TV,"It’s a great comfort to know that Rockstar Games not only makes great games, but understands what makes them great. Chinatown Wars is the culmination of years of work as well as the spirit of ingenuity to bring one of the biggest series to the smallest screen. Nothing in the game feels half done or forced. If anything, the game feels like a development team having fun with a concept.",100,17-Mar-09
Grand Theft Auto: Vice City Stories,75,IC-Games,"GTA: Vice City Stories might be more of what we love, but at least love is still the operative word here. And love it you should.",86,05-Mar-07
Grand Theft Auto: Chinatown Wars,90,IGN,"Chinatown Wars is outstanding. The story is great, the game itself is a blast, running drugs is a welcome addition, the new cop takedowns are cool, and there’s so much to do.",93,20-Oct-09
Grand Theft Auto: San Andreas,93,Game Revolution,"But unlike the PS2 and PC versions, the Xbox port comes with that rarest of GTA treasures - a replay feature.",100,07-Jun-05
Grand Theft Auto: San Andreas,93,GameShark,I honestly cannot give Grand Theft Auto: San Andreas a decent score in good conscience just because this could have easily been so much better as a PC title Let’s hope some patches roll around quickly to resolve the worst of the damage.,70,07-Jun-05
Grand Theft Auto: San Andreas,95,BonusStage,"The minor control problems, reoccurring graphical bugs, and the generally similar core gameplay as before keep the game's score down a tad from what it could be, but the ridiculous amount of content and pure value available here is second to none. It doesn’t completely redefine the series.",94,26-Oct-04
Grand Theft Auto: San Andreas,93,Gaming Target,Literally one of the biggest games ever created and it will take you weeks or even months just to see everything it has to offer.,91,07-Jun-05
Grand Theft Auto: Vice City Stories,75,null,"If you don't own VCS on PSP, there's nothing stopping you from enjoying this. [Apr 2007, p.92]",80,05-Mar-07
Grand Theft Auto: San Andreas,95,Yahoo!,"A masterpiece; the outstanding gameplay from the first two games has been extended, tweaked and applied to a fresh, original and fascinating setting. There's more than enough meat to keep you going for months, and the sheer variety of gameplay is bewildering.",100,26-Oct-04
Grand Theft Auto: Chinatown Wars,93,Gamers.at,GTA: Chinatown Wars lets the gangster-flair come up again. The little DS-brother is as funny as the other games of the series - especially the creative minigames are a lot of fun. In short: Chinatown Wars does well!,92,17-Mar-09
Grand Theft Auto: San Andreas,95,null,The graphical effects in this title are far superior to anything GTA conjured up previously. On hot days you'll see an intense heat in front of you in the form of lots and lots of orange sunlight and heat waves in the distance. The sunsets and sunrises during hot times are absolutely blinding!,100,26-Oct-04
